WETH_balance_uni,WETH_balance_sushi,decimals,other_balance_uni,other_balance_sushi,token,arb_cond,arb_act,optimal_dx,profit_USD,ROE_in_%
54253629122280066425,255182593300366475493,18,1226840228940464392547,5769974711180207147154,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,False,-,-0.132823238,0,0.0
31957801625581370994,85743270487340581783,18,732136998147583435204530,2004618420668755333085066,0xad32a8e6220741182940c5abf610bde99e737b2d,True,Sell Eth at Sushi,-0.307078099,-4,-0.7157144078198159
3921624804172776851,15943773533126820673,18,3516799269003206799445,14262363029306925525818,0x0954906da0bf32d5479e25f46056d22f08464cab,False,-,-0.005551135,0,0.0
3353870190277098168,128367867496353990488,18,51724005943146367726856,1987071633966484966767253,0xa1faa113cbe53436df28ff0aee54275c13b40975,False,-,-0.015895268,0,0.0
426078162052334778625,54766929553573114237,18,1642572482997969153492066,209689647908642443250708,0x0202be363b8a4820f3f4de7faf5224ff05943ab1,True,Sell Eth at Uni,0.020499987,-8,-21.441986258841997
24342437769441587007,1975622380151777459,18,320542449635873753860459,26506652239626831361645,0x4fe83213d56308330ec302a8bd641f1d0113a4cc,True,Sell Eth at Sushi,-0.022977947,-8,-19.12966548144791
6546640149020219993,65220027649915651288,18,2662514595630204558693,26540127362986010438197,0xe28b3b32b6c345a34ff64674606124dd5aceca30,False,-,-0.019610284,0,0.0
5631703411873532058,1137805885046028651,18,45431318997193025956236,9203380463426697815679,0x1416946162b1c2c871a73b07e932d2fb6c932069,False,-,-0.004134983,0,0.0
134137284197841786649,1335944253231759413,18,14282305371975979173297107,141158313019654580276142,0xa1d6df714f91debf4e0802a542e13067f31b8262,True,Sell Eth at Uni,0.001096689,-8,-400.8068281531405
518101659477212648206,2599332757647960544,18,372639788365583737304161,1913648315010412308079,0xa117000000f279d81a1d3cc75430faa017fa5a2e,True,Sell Eth at Sushi,-0.038760954,-8,-11.3402894975299
8186459736795256900,185750463973514411920,18,169805907817007124861,3869475386692062273546,0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,False,-,-0.040428112,0,0.0
121897970134393672759,1041345075641269325,18,4687625341736504339034614,38629035426485601620511,0xea319e87cf06203dae107dd8e5672175e3ee976c,True,Sell Eth at Uni,0.015146117,-8,-29.021328671925588
281593947209365656423,108089468974869049013,18,29894727695777918413028,11493826558475977092367,0xfa5047c9c78b8877af97bdcb85db743fd7313d4a,False,-,-0.299849535,0,0.0
17844667712042007524,1575672345201195699,18,2524069574409572932937,220837073450636815035,0xf5d669627376ebd411e34b98f19c868c8aba5ada,True,Sell Eth at Uni,0.002291151,-8,-191.85136185281527
30499288481536854908,4950903496866291846,8,1827796826842008,293561147946605,0x630d98424efe0ea27fb1b3ab7741907dffeaad78,True,Sell Eth at Uni,98546415.11474837,-8,-4.460440687249873e-09
19426522790023865304,266578419687024480600,9,9057670414149,123110651884158,0x903bef1736cddf2a537176cf3c64579c3867a881,True,Sell Eth at Uni,32237695.282481372,-12,-2.045247507811015e-08
53096446687287419447,15287595750637374329,18,115172689525341445002295181,33761013667861556934438189,0x45080a6531d671ddff20db42f93792a489685e32,True,Sell Eth at Sushi,-0.144046544,-7,-2.6700771426726115
24981781851264312073,4102546681599127058,18,897562338524819403691,149559683009963001017,0xb753428af26e81097e7fd17f40c88aaa3e04902c,True,Sell Eth at Sushi,-0.036698224,-8,-11.977703323202768
510621546034105481388,1487304566247557852,18,3695421592055195472418184,10484372331114943480183,0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429,True,Sell Eth at Uni,0.014820071,-8,-29.65980659339888
11863706845782490450,11681207300930390904,18,8213043463312487906043,8056602073105583421630,0x8888801af4d980682e47f1a9036e589479e835c5,False,-,-0.006723526,0,0.0
148053048832526981967,5040980138035031093,18,2792769650777279393565162,92196039144122284108417,0x1f3f9d3068568f8040775be2e8c03c103c61f3af,True,Sell Eth at Uni,0.05960819,-6,-5.530621373846944
8785210602343145551,4964176562682159587,18,195252275893792003767122,109163406979602284252315,0xb1f871ae9462f1b2c6826e88a7827e76f86751d4,True,Sell Eth at Uni,0.007314271,-8,-60.09627474295655
6245357638404567603,19922839594077624849,18,27503030101386661345954,86884514099780179501482,0x875773784af8135ea0ef43b5a374aad105c5d39e,True,Sell Eth at Uni,0.008902068,-8,-49.377340137195034
32176332091743073693,15752846530481665209,18,28354366268914594417678,14030805858132449313471,0x0b38210ea11411557c13457d4da7dc6ea731b88a,True,Sell Eth at Sushi,-0.08897866,-8,-4.94006584905234
23841912094679218067,1100754191267244625,9,67082513584720,2894168777103,0x07150e919b4de5fd6a63de1f9384828396f25fdc,True,Sell Eth at Uni,31111221.923387058,-5,-8.8304238066187e-09
12167079815181110244,14673744884330639854,18,338280580019348034663740,408219332843208448978368,0x0c7d5ae016f806603cb1782bea29ac69471cab9c,False,-,-0.022056392,0,0.0
39102553030137277958,1025656484057004740,18,1968457467038314343186,50431731667355621346,0xee06a81a695750e71a662b51066f2c74cf4478a0,True,Sell Eth at Uni,0.008645835,-8,-50.84071573890082
44728338337423807381,40226532305593492786,18,1951046854755390573661720653,1742667375854162066265631785,0x374cb8c27130e2c9e04f44303f3c8351b9de61c1,True,Sell Eth at Uni,0.009114207,-8,-48.22805094951646
50524944515915011153,11445126060110703557,18,46885525108049909796,10696555230163515943,0xe95a203b1a91a908f9b9ce46459d101078c2c3cb,True,Sell Eth at Sushi,-0.06172676,-8,-7.121067743721516
3142203499674180343,29939207849944095501,18,5520304459124760911799,53663951037294058048379,0x853d955acef822db058eb8505911ed77f175b99e,True,Sell Eth at Sushi,-0.037022701,-8,-11.87272748037588
56555584963571722256,1045830139664551291211,18,12066137524785264953966,222005615352000499269631,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,False,-,-0.025995606,0,0.0
104598045231534705991,36599916106115929125,18,1153869083470847499380728,399605055964314930314902,0xc944e90c64b2c07662a292be6244bdf05cda44a7,True,Sell Eth at Uni,0.058368277,-8,-7.530810607283123
49390906786336540268,11224833572788110876,18,11120019026224537692097,2535193537836036930665,0x77777feddddffc19ff86db637967013e6c6a116c,False,-,-0.042175276,0,0.0
18285804056005772403,21446625888283176818,18,539308401186731470776003,633650470124623693594588,0xe0ad1806fd3e7edf6ff52fdb822432e847411033,False,-,-0.038503692,0,0.0
51085065329186601977,1397051974716685492,18,164541614707864655817082,4397270384364627327133,0x111111111117dc0aa78b770fa6a738034120c302,True,Sell Eth at Uni,0.011446717,-8,-38.400568439006534
2836747630196428501,10227118858044011034,18,167773520532267477632289,603150374224040943543617,0x9f9913853f749b3fe6d6d4e16a1cc3c1656b6d51,False,-,-0.003534369,0,0.0
136743107889917774570,312500327552625000738,18,97618640352450194750551,223783273900994312944665,0x5a98fcbea516cf06857215779fd812ca3bef1b32,False,-,-0.434734646,0,0.0
2974019613714148671,16511974442572813743,18,280457853367927395049,1589537843285365259163,0x87d73e916d7057945c9bcd8cdd94e42a6f47f776,True,Sell Eth at Sushi,-0.033531108,-8,-13.109034141085932
23815750754791896079,2561977462648778740,18,322797354929130596340216237,35264658065881769426355589,0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9,True,Sell Eth at Sushi,-0.025145529,-8,-17.48065986444109
7681467795381940788,39158331870630316331,18,9959817616395314186448,51742368419883890375490,0x3155ba85d5f96b2d030a4966af206230e46849cb,True,Sell Eth at Sushi,-0.080057255,-7,-4.804253963184031
11528890209253962408,32357661747668024076,18,1363948000127473852746,3886801329474043982858,0x9c78ee466d6cb57a4d01fd887d2b5dfb2d46288f,True,Sell Eth at Sushi,-0.09039863,-8,-4.86246793298128
54947379269020120563,11445893041997429118,18,267387429385736345130595,55864948148156795649432,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,False,-,-0.042835468,0,0.0
20017124996628097402,7302629107307972791,18,7008898478872341251756237,2563366314161422129521490,0x1337def16f9b486faed0293eb623dc8395dfe46a,False,-,-0.022861504,0,0.0
98219324683516895821,4865722097476928313,6,246734881041,12269423588,0x2b89bf8ba858cd2fcee1fada378d5cd6936968be,False,-,-22859865545.930042,0,0.0
34461782743780441841,32437018872000806030,18,4436839113273798829211570,4160541813293727835969659,0x725c263e32c72ddc3a19bea12c5a0479a81ee688,False,-,-0.018943505,0,0.0
345123644027329542864,39585827704140088660,18,1162673278209971490713364,133346297212759628216855,0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107,False,-,-0.10542593,0,0.0
84492767565350556726,14302088228061207192,18,3379528594965433324230174,571087219683950603165183,0xebd9d99a3982d547c5bb4db7e3b1f9f14b67eb83,False,-,-0.026500043,0,0.0
106742897961214788238,16871809511837639293,18,109166542388722440419139,17285601429142052437472,0x0f51bb10119727a7e5ea3538074fb341f56b09ad,False,-,-0.057021139,0,0.0
67578771050309418349,9249824924742666600,18,40082179190491419209597961,5461344728594330767854349,0xc690f7c7fcffa6a82b79fab7508c466fefdfc8c5,False,-,-0.005953186,0,0.0
8722770257060279241,12639396402474432413,18,27913461714085547440023,39976227002033674128664,0x1b40183efb4dd766f11bda7a7c3ad8982e998421,True,Sell Eth at Uni,0.014713545,-8,-29.874543460494365
43267487334491022543,6471174718725064671,18,69537816475292907579781,10321503317839205744599,0x0cec1a9154ff802e7934fc916ed7ca50bde6844e,True,Sell Eth at Uni,0.004468266,-8,-98.37382992875524
1678646755971376982081,10306683200791727654,18,23840101533074020192546251,145394694290464931190641,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,True,Sell Eth at Uni,0.003647901,-8,-120.49681160767236
22078465436832989961,8914645462038609670,18,8999235773691052464584185,3626472544575178178542929,0x1c9922314ed1415c95b9fd453c3818fd41867d0b,False,-,-0.012853599,0,0.0
24007541051350052303,1889884979219185549,18,50312345034464785478157,4064773333605163552299,0x126c121f99e1e211df2e5f8de2d96fa36647c855,True,Sell Eth at Sushi,-0.028622424,-8,-15.3572052304319
130023971673266387171,23523142457202280074,18,4858413692011029097558,887657041468031920150,0x41d5d79431a913c4ae7d69a668ecdfe5ff9dfb68,True,Sell Eth at Sushi,-0.1595489,-8,-2.7550201822791607
84056348806188135540,18546113572950462678,18,1542141552153709975831906,339761751952861841564199,0xd23ac27148af6a2f339bd82d0e3cff380b5093de,False,-,-0.034700663,0,0.0
9185295042511528678,2178947006327220780543,18,1121948357413710194599,3144170047585011473237912,0x9ea3b5b4ec044b70375236a281986106457b20ef,True,Sell Eth at Sushi,-6.538196425,37092,311.71011782840066
11100664698965191928,211409003818541191474,18,24574314766723275857677,465407071096028966739793,0xf16e81dce15b08f326220742020379b855b87df9,False,-,-0.002273893,0,0.0
31375383372119366308,12126529805924798218,18,2790817956848085492351206,1056947270526272110604748,0x3ebb4a4e91ad83be51f8d596533818b246f4bee1,True,Sell Eth at Uni,0.062220911,-7,-6.181448944316882
24512761713682312628,1718955088069955990,18,2907797439103405417892187,203709321660548902428433,0x7bef710a5759d197ec0bf621c3df802c2d60d848,False,-,-0.004053954,0,0.0
1142830794600776002,19160012099461888311654,18,26772485351943147804,448864876254804281084219,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,False,-,-0.003455825,0,0.0
94009010686728026967,7727506064112747422,18,16423524562092499298675796,1349737861147085386488592,0x6fc2f1044a3b9bb3e43a43ec8f840843ed753061,False,-,-0.020826364,0,0.0
109325562134521998058,3160775111499365690,18,14548827070421737661924647,415772704051811241160512,0xd9016a907dc0ecfa3ca425ab20b6b785b42f2373,True,Sell Eth at Uni,0.008575057,-8,-51.26035192074403
585351844677687030118,12575276482132120029,18,13502367467556528978816673,292094897488644950899643,0x35a532d376ffd9a705d0bb319532837337a398e7,True,Sell Eth at Sushi,-0.080460147,-8,-5.4630827303912275
99435365595768896634,11415681825775907079,18,1511555944483204423411499,174020155117272222473957,0xf65b5c5104c4fafd4b709d9d60a185eae063276c,False,-,-0.045354251,0,0.0
7159975546302485149,1824321132857823305,9,22921757996481506550058,5210847719873626357200,0x378e8c47eb42cce0dd9cff48276a2ab73e9c254f,True,Sell Eth at Uni,74011708.62841013,7,5.196682953860981e-09
1110537141313483766,19312980806466932793,18,286147156175519619624857,5006601358786502799692599,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,True,Sell Eth at Sushi,-0.006346864,-8,-69.25631927207509
5886952431671791249,5565105137362818897,18,1340923082937371212671374,1230523627047088291578619,0x2d94aa3e47d9d5024503ca8491fce9a2fb4da198,True,Sell Eth at Uni,0.033716274,-7,-11.407410694769673
251994239304339793048,7273806016169360667,18,14840894013561684316969,427698621147023337506,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,False,-,-0.015649056,0,0.0
56694017527679347535,13338902960666822064,18,588926279693053809180388089588504,141857825103065067418388607822402,0xfb130d93e49dca13264344966a611dc79a456bc5,True,Sell Eth at Sushi,-0.162107148,-5,-1.694714132687565
11495718523443189762,6314360108837652529,18,8623215209510949922822017,4717978349813819280501140,0x8287c7b963b405b7b8d467db9d79eec40625b13a,False,-,-0.004245982,0,0.0
49331782297768187195,1301725232609959075,18,256235124009979731699,6845369481822212148,0xeec2be5c91ae7f8a338e1e5f3b5de49d07afdc81,True,Sell Eth at Sushi,-0.011802026,-8,-37.24449001895434
182222474124820030673,1553723978021612519,18,8124855463707046790629893,67194843078101183465507,0x37fe0f067fa808ffbdd12891c0858532cfe7361d,True,Sell Eth at Uni,0.01853592,-8,-23.713980183365027
116998365604617771824,1715082161452368848505,18,203868570677131404402218,2994749028114489011834239,0x2e9d63788249371f1dfc918a52f8d799f4a38c94,False,-,-0.443773889,0,0.0
4550232178310039152,23575236909408054812,18,41802140142287567554759100475,200250574786441865919983246822,0x69fe11b042789bc6e2fdaad064afd32bb298ae05,True,Sell Eth at Uni,0.139233917,11,4.340864764981109
11279403488110905255,6508684972658053403,18,1209657666278908883125468229869,678695474708925096680806218641,0x00c2999c8b2adf4abc835cc63209533973718eb1,True,Sell Eth at Uni,0.045205655,-7,-8.508125468271274
41086515389712120361,13269745234649534062,18,10800981143098357459170231,3483314033147371410223507,0x91dfbee3965baaee32784c2d546b7a0c62f268c9,False,-,-0.022885773,0,0.0
20718035926775809704,19865620979654322584,18,806822088063788729349530755115,767021036674266658799438952397,0xe7eaec9bca79d537539c00c58ae93117fb7280b9,True,Sell Eth at Uni,0.013021675,-8,-33.75605976653845
3281948676260733727,2530475949326712029,18,13067291883919695860065,10257355445192073393551,0x32353a6c91143bfd6c7d363b546e62a9a2489a20,True,Sell Eth at Sushi,-0.017240708,-8,-25.49549818722291
6564268923794679805,5900475239077326629,18,1274121254389230568935097,1114494367990811426942849,0x2ba8349123de45e931a8c8264c332e6e9cf593f9,True,Sell Eth at Uni,0.032849075,-7,-11.708560579419196
27178167409282919046,218690157787731795636,18,54385831361846736337123527,436049392341418687568051476,0x8a6d4c8735371ebaf8874fbd518b56edd66024eb,False,-,-0.029305869,0,0.0
4179671101114113761,4116967018817048600,18,77353394380076234903784631471156,75740974822505914194348874148791,0xc276a3d9c5443de32fde5b5719763c6ff7790a10,False,-,-6.1982e-05,0,0.0
22433329191237463490,22059948790187466689,18,6693240399207103626572788,6559436741284798246250044,0xb31ef9e52d94d4120eb44fe1ddfde5b4654a6515,False,-,-0.014488777,0,0.0
27922777308504670517,122429570520371544318,18,3497075414547459242080,15327536609496297980480,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,False,-,-0.064250046,0,0.0
5626125433765808746,52764645530060081647,18,3632195153478648645152,34308078509152485826499,0x92d6c1e31e14520e676a687f0a93788b716beff5,True,Sell Eth at Sushi,-0.033405734,-8,-13.158233241048963
138556927876190029123,6698030493244226056,9,84061224175029108,4057377193327194,0xe0a189c975e4928222978a74517442239a0b86ff,False,-,-14320751.354812784,0,0.0
1550464265649977151318,667400023583740780463,18,4171541215511666087208946869137,1794364298758365756383481315143,0xc669928185dbce49d2230cc9b0979be6dc797957,False,-,-1.239141659,0,0.0
2007439082490245887,2025354036828936239,18,2858334883699166894543,2870459773394531695764,0xeb8eec5a2dbf6e6f4cc542ad31cce706f8f80419,False,-,-0.00068546,0,0.0
32833370809494674454,3818266142069219750,18,13572229622388602308627,1579490896161272765046,0x4d224452801aced8b2f0aebe155379bb5d594381,False,-,-0.011571986,0,0.0
124273371700520310469,129402184676163598328,18,398070019165769514350314,408650080244435960557345,0xe76c6c83af64e4c60245d8c7de953df673a7a33d,True,Sell Eth at Uni,0.259831501,-5,-1.0573208932248546
4617839196564843415,7546026502672991985,18,734498447042389058576002,1212340130231623474047967,0x46e98ffe40e408ba6412beb670507e083c8b95ff,True,Sell Eth at Sushi,-0.023057906,-8,-19.06332862838627
35989130053197610530,498716806366607260080,18,2178247191489684757554815,30364351477610295259964680,0x00813e3421e1367353bfe7615c7f7f133c89df74,False,-,-0.200456488,0,0.0
